replica;tModel;sigmaIndex;nRey;nTess;nBo;nMave;selTrueModel;departTrueModel;replicated;firstTGM;numSwitches;avgContTGM;sdContTGM;changesBeforeFirstTGM;replicatedTGM;replicatedNTGM;biasBeta1
89;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.12;0.782575757575758;0.846153846153846;8;574;4.5993031358885;4.12095101583605;4;0.666666666666667;0.878787878787879;-0.000496009090909096
90;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.140727272727273;0.796511627906977;0.694444444444444;13;630;4.91428571428571;4.73591969904626;6;0.857142857142857;0.655172413793103;0.0361644909090909
91;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.151636363636364;0.802639472105579;0.689655172413793;32;659;5.05454545454545;4.78759103393992;7;0.8;0.666666666666667;0.0320121636363636
92;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.148636363636364;0.812232415902141;0.771428571428571;218;614;5.3257328990228;4.83905229948821;78;1;0.757575757575758;0.0110797818181818
93;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.112909090909091;0.794685990338164;0.725;11;510;4.87058823529412;4.19351271194155;4;0.8;0.714285714285714;0.00962845454545454
94;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.103272727272727;0.777288732394366;0.605263157894737;41;506;4.4901185770751;3.78762882668574;18;0.5;0.617647058823529;0.0266435454545455
95;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.0972727272727273;0.757009345794392;0.769230769230769;120;520;4.11538461538461;3.41161906419;46;1;0.756756756756757;-0.0222032818181818
96;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.102818181818182;0.774734982332155;0.67741935483871;16;509;4.43529411764706;4.0994921679644;2;1;0.655172413793103;-0.0228022636363636
97;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.145363636363636;0.801125703564728;0.6;10;636;5.02830188679245;4.3406759577024;4;1;0.545454545454545;-0.00969122727272727
98;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.107181818181818;0.751484308736217;0.733333333333333;35;586;4.02389078498294;3.46747745175685;13;0.75;0.731707317073171;0.0326904818181818
99;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.125636363636364;0.777858176555716;0.647058823529412;11;614;4.50162866449511;4.1202311255955;5;0.6;0.655172413793103;0.0250926
100;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.133;0.779904306220096;0.647058823529412;30;644;4.54347826086957;3.9197126636489;9;0.75;0.633333333333333;-0.00601260909090909
1;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.0747272727272727;0.644768856447689;0.657142857142857;1017;584;2.81506849315068;2.38120771187939;8;1;0.647058823529412;0.03633585
2;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.0821818181818182;0.638274336283186;0.727272727272727;5;654;2.76452599388379;2.3082065525756;2;0.5;0.763157894736842;-0.0296686454545455
3;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.143636363636364;0.724050632911392;0.652173913043478;18;872;3.62385321100917;3.12950803177308;10;0.727272727272727;0.628571428571429;0.0240929636363636
4;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.0858181818181818;0.630296610169492;0.578947368421053;14;698;2.70487106017192;2.20279454121305;7;0.75;0.558823529411765;-0.0288891727272727
5;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.127;0.725841088045812;0.659090909090909;55;766;3.64751958224543;3.27908457711639;21;0.714285714285714;0.648648648648649;-0.0103277454545455
6;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.0904545454545455;0.658291457286432;0.658536585365854;69;680;2.92647058823529;2.29862198343512;31;0.5;0.666666666666667;0.0114492363636364
7;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.110363636363636;0.664744645799012;0.612903225806452;70;814;2.98280098280098;2.41142580254531;29;1;0.586206896551724;0.0262335727272727
