replica;tModel;sigmaIndex;nRey;nTess;nBo;nMave;selTrueModel;departTrueModel;replicated;firstTGM;numSwitches;avgContTGM;sdContTGM;changesBeforeFirstTGM;replicatedTGM;replicatedNTGM;biasBeta1
30;Y ~ X1 + X2;0.2;1;1;1;1;0.241;0.881509433962264;0.852170792967348;32;629;8.41587301587302;7.58781302356871;7;0.903426791277259;0.836829836829837;0.1983253
31;Y ~ X1 + X2;0.2;1;1;1;1;0.255181818181818;0.88172426077663;0.839305103148751;36;664;8.45481927710843;8.00345889899519;5;0.878998609179416;0.825342465753425;0.204355554545455
32;Y ~ X1 + X2;0.2;1;1;1;1;0.247636363636364;0.881748071979434;0.830703012912482;6;645;8.43343653250774;8.50088027693371;1;0.885294117647059;0.813092979127135;0.186817372727273
33;Y ~ X1 + X2;0.2;1;1;1;1;0.251636363636364;0.882225433526012;0.832088224831021;148;652;8.49079754601227;7.38011306826831;38;0.870111731843575;0.81909307875895;-0.0501073090909091
34;Y ~ X1 + X2;0.2;1;1;1;1;0.227272727272727;0.8687474989996;0.845116618075802;3;657;7.59878419452887;6.83495310029001;1;0.876755070202808;0.83547313361864;-0.0444887545454546
35;Y ~ X1 + X2;0.2;1;1;1;1;0.249454545454545;0.886297376093295;0.842010771992819;49;624;8.7948717948718;8.75586561227196;6;0.88412017167382;0.827900287631831;-0.0542396818181818
36;Y ~ X1 + X2;0.2;1;1;1;1;0.288454545454545;0.889729048519219;0.818894697535474;35;699;9.06571428571429;8.685443569795;6;0.894808743169399;0.790339157245632;-0.205071254545455
37;Y ~ X1 + X2;0.2;1;1;1;1;0.261181818181818;0.883049077619213;0.831994156318481;8;672;8.55059523809524;8.07560170688327;2;0.865629420084866;0.82028557360906;0.058229090909091
38;Y ~ X1 + X2;0.2;1;1;1;1;0.234636363636364;0.876404494382023;0.839311334289814;44;638;8.09090909090909;7.69757856975955;5;0.877458396369138;0.827456511518571;0.0937829000000001
39;Y ~ X1 + X2;0.2;1;1;1;1;0.273;0.891441891441891;0.831697564521992;67;652;9.21165644171779;8.91539648465101;9;0.879032258064516;0.814150473343298;0.110200845454545
40;Y ~ X1 + X2;0.2;1;1;1;1;0.250909090909091;0.882928597317869;0.833808844507846;44;647;8.51851851851852;6.97960072506943;13;0.893525179856115;0.814129919393077;-0.0919882454545454
